PG.ProteinGroups	PG.Organisms	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] 01	[2] 02	[3] 03	[4] 04	[5] 05	[6] 06	[7] 07	[8] 08	[9] 09	[10] 10	[11] 11	[12] 12	[13] 13	[14] 14	[15] 15	[16] 16	[17] 17	[18] 18	[19] 19	[20] 20	[21] 21	[22] 22	[23] 23	[24] 24	[25] 25	[26] 26	[27] 27	[28] 28	[29] 29	[30] 30	[31] 31	[32] 32	[33] 33	[34] 34	[35] 35
>KFV93865.1;>XP_009579370.1	Unknown	"Ras-related protein Rab-28, partial;PREDICTED: ras-related protein Rab-28"	1	562.3638916	1165.250854	990.3656006	NaN	NaN	NaN	NaN	896.6025391	784.0679932	2160.101318	888.9894409	268.4040833	2550.50708	1343.001465	1958.081909	706.9631958	4607.938965	696.5736694	3772.420898	1728.590332	709.7123413	1141.767578	1304.366455	508.6944885	1245.690063	NaN	1381.736938	1365.590088	6964.820313	2150.051758	NaN	673.9611206	379.256012	NaN	1451.014282
>KFV93914.1;>XP_009579494.1	Unknown	"Integrator complex subunit 4, partial;PREDICTED: integrator complex subunit 4-like, partial"	1	NaN	2448.734863	2973.230713	5720.022949	NaN	11119.52051	1366.050171	5443.951172	2733.971191	5266.818359	5266.615234	NaN	3704.174072	7742.764648	6127.719727	7169.385254	9483.316406	6202.631836	6825.796387	2314.402588	NaN	NaN	3332.619629	3738.654785	2423.406494	6140.484863	2508.341064	3177.406738	2343.150635	5100.324707	1728.38208	NaN	NaN	3426.771484	NaN
>KFV93947.1;>KFV99433.1;>XP_009579584.1;>XP_009586366.1	Unknown	"Ras-related C3 botulinum toxin substrate 1, partial;Ras-related C3 botulinum toxin substrate 3, partial;PREDICTED: ras-related C3 botulinum toxin substrate 1;PREDICTED: ras-related C3 botulinum toxin substrate 3"	1	4.565707684	2115.897461	1052.290039	5788.870605	2285.870605	2569.472656	3705.47168	3363.665527	1874.42395	3542.722656	2552.337158	1848.410645	3793.823486	2485.026611	2706.10498	1856.352295	492.2315369	2827.571533	2853.614258	3346.114746	3174.390869	5193.197754	2973.07959	2879.55957	3686.744385	1725.010132	NaN	3513.528076	1936.299072	1994.508911	4316.866699	5390.155273	NaN	NaN	NaN
>KFV93950.1	Unknown	"Tropomyosin alpha-3 chain, partial"	2	8031.680176	NaN	8533.125	5927.87793	NaN	16117.57031	14949.69629	NaN	NaN	7140.242676	9274.354492	7673.657715	8247.540039	14655.38477	11874.19629	8517.819336	11815.2334	9174.917969	8689.348633	4863.04541	2994.024658	6463.074219	5561.909668	3545.40625	8321.776367	7993.589844	NaN	4312.021484	5822.298828	5885.376465	2819.293945	2931.700439	4236.008301	4191.545898	NaN
>KFV94003.1;>XP_009579693.1	Unknown	"Selenoprotein P, partial;PREDICTED: LOW QUALITY PROTEIN: selenoprotein P"	1	246102.8906	328761.2188	201762.625	116086.4844	97164.8125	59851.17969	91350.76563	197997.4063	193078.4375	74104.21094	111822.75	34927.94922	45369.17578	94270.03125	65130.64063	73235.32031	85381.70313	140846.1406	97941.58594	101064.4453	64855.21484	87343.92969	64825.23047	154617.1719	46366.22266	80573.8125	118900.8594	100632.5781	106619.2031	153001.5469	152974.7344	142084.8281	54516.82422	110733.75	188461.8438
>KFV94063.1;>XP_009579862.1	Unknown	"Sorcin, partial;PREDICTED: sorcin, partial"	1	4050.549805	962.1758423	819.406189	3068.164307	NaN	1044.962769	1805.928467	1455.766968	NaN	NaN	NaN	2256.75293	1107.617676	NaN	2004.249634	NaN	870.112854	1321.800171	591.2391968	899.3585205	NaN	1566.697144	1105.830688	NaN	2134.985352	273.1893311	NaN	474.7824402	1411.564453	894.385376	NaN	NaN	719.750061	NaN	NaN
>KFV94146.1;>XP_009580094.1	Unknown	"Annexin A2, partial;PREDICTED: annexin A2, partial"	3	866.5540771	187.1690216	306.9098816	258.5838013	NaN	547.3200684	87.49588776	204.6009521	NaN	552.5608521	2093.655762	350.6200562	870.8490601	627.5251465	1042.680542	289.7461243	1062.322266	540.9498291	571.2824097	312.4680786	NaN	388.4940186	1366.919678	NaN	2036.142944	3.224406004	346.8406677	628.6348877	1012.026917	838.9658203	730.8677368	NaN	837.5147705	NaN	NaN
>KFV94257.1;>XP_009580381.1	Unknown	"60S ribosomal protein L5, partial;PREDICTED: 60S ribosomal protein L5"	1	19330.18945	20493.9082	15367.24805	31840.1875	NaN	NaN	27294.36523	NaN	NaN	NaN	29181.72461	22589.24609	19736.4707	4375.635254	27234.97266	22462.04297	23004.45313	25021.12891	6063.741699	15271.37695	8940.984375	24740.62305	7334.541016	NaN	14215.33008	21686.5	28418.60938	16351.78418	16404.50977	18666.95898	15095.06934	11898.94629	6539.098633	NaN	6854.971191
>KFV94273.1;>XP_009580405.1	Unknown	Glutathione S-transferase;PREDICTED: glutathione S-transferase-like	3	2392.57373	NaN	523.2354126	NaN	288.0682983	1037.289917	NaN	222.7084503	2768.680908	298.8056335	230.3796082	471.6620483	29968.69141	7677.316895	NaN	9476.886719	22962.70508	NaN	1084.291504	1875.088013	1803.45813	NaN	3263.327148	900.9606323	1608.571655	1754.909912	57.7529068	702.12854	7326.917969	932.4031372	NaN	167.9334869	NaN	NaN	NaN
>KFV94313.1;>KFV98324.1;>XP_009580471.1;>XP_009585182.1	Unknown	"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit, partial;Serine/threonine-protein phosphatase PP1-beta catalytic subunit, partial;PREDICTED: LOW QUALITY PROTEIN: serine/threonine-protein phosphatase PP1-gamma catalytic subunit {ECO:0000250|UniProtKB:P36873}-like;PREDICTED: serine/threonine-protein phosphatase PP1-beta catalytic subunit"	2	3090.188721	5120.922363	2733.690186	2841.560059	5674.441895	NaN	4683.70166	4036.105957	3885.909668	2790.78833	3514.125488	2400.869873	2715.162842	2878.749268	3340.048096	1706.197876	2768.827148	2970.071533	2425.144775	2840.920166	NaN	2545.458984	2219.270752	NaN	2744.704834	962.0340576	NaN	2785.127686	2672.331055	3069.458008	NaN	3259.470703	3202.392578	1830.847534	NaN
>KFV94349.1	Unknown	"Transforming growth factor beta receptor type 3, partial"	1	NaN	NaN	NaN	NaN	NaN	1595.469116	1151.90979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2470.499268	1750.595093	2235.687744	3406.611572	2054.937256	553.8270264	2613.848633	NaN	4105.156738	5961.567871	2902.535645	4461.543457	2764.862549	3032.31665	2878.740723	1457.837891	3012.419922	3162.010986	3148.808105
>KFV94443.1;>XP_009580729.1	Unknown	"Thioredoxin domain-containing protein 5, partial;PREDICTED: thioredoxin domain-containing protein 5"	1	NaN	NaN	278.6742249	NaN	NaN	247.101181	NaN	NaN	NaN	NaN	349.1574097	378.8096924	181.9364777	385.6622925	977.9732666	299.8215332	NaN	331.3719177	NaN	708.2631226	NaN	NaN	175.6597137	NaN	870.9129028	NaN	NaN	152.181076	140.8440704	374.4275513	NaN	NaN	NaN	NaN	NaN
>KFV94487.1;>XP_009580847.1	Unknown	"Protein SET, partial;PREDICTED: protein SET, partial"	2	1267.775146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1744.384644	NaN	850.0630493	525.1333618	909.4014282	NaN	NaN	1140.20105	NaN	NaN	1206.361816	2669.25708	1044.058472	2064.268799	NaN	1258.121582	NaN	NaN	NaN	1247.720337	1316.098145	NaN	NaN	950.6972656	NaN	NaN
>KFV94510.1;>XP_009580908.1	Unknown	"Histidine triad nucleotide-binding protein 1, partial;PREDICTED: histidine triad nucleotide-binding protein 1-like"	1	3694.133789	7488.189941	1870.732788	NaN	NaN	4999.235352	2598.05542	3252.46167	9388.383789	NaN	2884.615967	NaN	3246.5354	4418.853516	NaN	3682.49585	7745.570313	4513.726563	2613.274658	3599.900391	1447.606079	3198.087646	NaN	NaN	NaN	5657.005859	NaN	5481.213379	4868.828125	5135.57373	NaN	NaN	1214.144897	5116.634277	NaN
>KFV94514.1;>XP_009580909.1	Unknown	"Polyadenylate-binding protein 1, partial;PREDICTED: polyadenylate-binding protein 1"	2	1218.834106	0.964071631	NaN	NaN	422.1944275	299.8018494	911.5170898	1145.804688	NaN	259.1485596	161.1911926	1099.75354	1903.391724	1819.424438	233.292038	1090.331665	601.3392944	1239.844971	712.029541	912.6477661	805.7351074	1488.452026	955.93927	383.5498657	1599.273193	248.8654022	139.9520721	858.8652344	2411.102539	1106.515503	NaN	NaN	807.9805908	56.87365341	114.0579453
>KFV94546.1;>XP_009580962.1	Unknown	High mobility group protein B3;PREDICTED: high mobility group protein B3	2	16890.83984	9818.041992	NaN	18825.89844	1777.643188	4469.056641	1833.026245	NaN	4945.410645	4759.250488	3611.088623	4906.839844	4159.978027	4745.332031	3331.12085	4668.80957	6008.189941	3429.50293	4746.926758	3509.389893	8856.602539	8161.057617	4977.568359	3497.183838	4869.720215	4022.033203	2426.927246	5205.569824	6362.24707	3107.303223	3156.666504	1561.443481	5043.116211	2175.594971	70.08533478
>KFV94597.1;>XP_009581096.1	Unknown	"hypothetical protein N327_02245;PREDICTED: 60 kDa heat shock protein, mitochondrial"	2	184.6287384	2655.753418	NaN	1.838813066	NaN	310.2997131	213.4767303	NaN	NaN	NaN	147.572937	NaN	450.0760498	NaN	591.9098511	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.553743243	410.0011902	NaN	NaN	52.29993057	NaN	50.54802704	NaN	NaN	NaN	NaN	NaN
>KFV94683.1;>XP_009581341.1	Unknown	"Beta-2-microglobulin, partial;PREDICTED: beta-2-microglobulin, partial"	1	10536.21191	18609.52539	15324.15527	27205.56055	28199.62695	16700.14258	22405.39258	25998.5293	30617.86523	19998.85156	19776.74609	10244.46582	10196.11328	14820.69629	12076.23535	14420.19824	17063.46484	13330.33887	11554.13184	13879.35352	14076.51465	10717.89746	11350.59766	11688.79492	13772.97559	12821.73242	7145.115234	7065.184082	13037.45801	5043.614746	11485.26563	9967.561523	13111.74316	3895.690674	14620.0752
>KFV94718.1;>XP_009581377.1	Unknown	"14 kDa phosphohistidine phosphatase, partial;PREDICTED: 14 kDa phosphohistidine phosphatase-like, partial"	1	4431.09375	NaN	NaN	1339.901367	1540.629272	2151.835693	624.7573242	NaN	NaN	405.3739624	881.7146606	1669.100098	1385.797363	NaN	NaN	533.8561401	4580.896484	NaN	1968.099731	879.7111816	5082.012695	1507.637451	2178.585449	NaN	558.9296875	1701.807495	126.3942947	1802.324585	2898.352051	1633.046509	NaN	903.074707	2200.208008	8098.175781	NaN
>KFV94810.1;>XP_009581629.1	Unknown	Transthyretin;PREDICTED: transthyretin-like	9	208804	493634.9375	207615.3125	627715.4375	405516.9063	307566.75	344737.3438	325711.3438	519289.8438	306491.0625	296981.6875	348719.875	427623.5	503743.625	405346.9375	402929.375	476647.8438	76239.03906	413887.8125	437884.1875	196692.9063	297569.8125	465669.9688	410381.7188	613635.6875	718133.5625	185130.4531	744405.3125	547084.9375	675617.3125	421621.75	178578.9063	910227.8125	334194.0625	83009.125
>KFV94822.1;>XP_009581650.1	Unknown	"Aldo-keto reductase family 1 member B10, partial;PREDICTED: aldose reductase-like, partial"	1	6347.164063	2554.900391	NaN	4314.269043	NaN	1862.217773	6310.79541	7331.324707	8288.995117	3094.607666	2691.372803	3235.265869	2115.05957	NaN	NaN	NaN	1266.196777	1755.226807	2434.211914	2179.920898	2920.787109	3275.620117	2533.185303	NaN	2941.412109	2202.795898	2020.7052	3004.921631	3123.154785	1336.214722	NaN	1155.441895	4352.582031	1881.054565	1797.296875
>KFV94857.1;>XP_009581708.1;>XP_009581709.1	Unknown	"Gamma-enolase, partial;PREDICTED: gamma-enolase isoform X1;PREDICTED: gamma-enolase isoform X2"	3	1672.154053	2028.385864	NaN	816.4442749	5750.010742	4124.020996	1020.663452	2.200678587	5016.118164	2710.518066	4558.218262	NaN	NaN	NaN	1155.157104	NaN	4673.186523	NaN	5974.578125	NaN	639.9020386	2991.216309	2114.992188	NaN	NaN	9174.220703	NaN	2379.435303	577.3032837	1655.158325	2638.867432	2314.213867	2271.189453	1068.103271	1398.90918
>KFV94868.1;>XP_009581738.1	Unknown	"Calmodulin, partial;PREDICTED: calmodulin"	7	11203.42188	6936.385254	6511.141113	13550.91602	6259.460938	15604.71094	10064.76758	7673.490234	8802.418945	7966.397949	10024.83887	11590.15625	11860.30176	12224.01367	7584.629395	12554.85156	19599.10547	7278.970215	24122.58984	17962.4375	11989.04492	6925.48291	14727.35742	6654.952637	12025.91895	23127.82227	6256.354004	10557.54395	15461.75586	11083.66797	6104.345215	6071.242188	9574.557617	11722.26465	5690.061523
>KFV94942.1;>XP_009581860.1	Unknown	"Protein RIC1, partial;PREDICTED: protein RIC1 homolog"	1	NaN	0.506656349	NaN	NaN	0.646592677	87.44287109	0.57274127	0.655119419	1.002881408	0.750720739	NaN	NaN	NaN	153.5870514	NaN	70.25350189	NaN	NaN	NaN	NaN	0.712601125	NaN	1.182091355	106.9687347	66.68831635	0.778510153	NaN	NaN	NaN	78.5535202	1.099750042	NaN	NaN	NaN	0.597214639
>KFV95029.1;>XP_009582069.1	Unknown	"Ectonucleoside triphosphate diphosphohydrolase 6, partial;PREDICTED: ectonucleoside triphosphate diphosphohydrolase 6"	1	21193.16211	23012.76758	12881.4043	6412.805176	10844.19434	17893.63281	17401.75977	19983.43359	17244.92188	13006.61133	22952.39063	13667.78027	10738.55176	10197.71973	14069.6875	11195.26074	19229.11523	24305.90039	14266.04492	4454.942871	3382.270752	7935.502441	8899.613281	25174.34766	12605.63867	6192.432129	5795.355957	4927.928223	5102.838867	6112.997559	3249.025391	921.5724487	8960.826172	10886.34668	14597.41992
>KFV95233.1;>XP_009582557.1	Unknown	"von Willebrand factor, partial;PREDICTED: von Willebrand factor-like, partial"	6	16656.82031	17942.125	13863.16016	8509.480469	15490.63965	18456.94531	17652.64258	18413.51953	13107.81738	14269.53906	17345.84375	14006.62012	11878.20313	15797.90137	10818.02637	13318.30664	9714.693359	10805.50293	14776.77344	19075.25195	3416.09375	20372.81641	14020.15137	12710.37695	13077.33594	12434.86035	15598.17969	12388.29492	16296.22461	15181.12695	16863.4707	16445.45313	19626.92773	24584.23047	14500.39063
>KFV95268.1;>XP_009582645.1	Unknown	"Parvalbumin, thymic;PREDICTED: parvalbumin, thymic"	6	267.8331909	299.8352356	NaN	NaN	1.130707502	13648.3457	158.317749	332.3019714	138.5634308	198.11026	372.577301	258.84375	131.3647614	169.0549011	NaN	67.65139008	2316.509521	NaN	1485.468262	270.1242371	1976.475708	153.6387329	221.6556549	11.89628792	246.841217	10991.62598	270.821106	457.960022	172.0414276	859.5842285	NaN	1083.219727	136.8827209	NaN	NaN
>KFV95317.1;>XP_009582725.1	Unknown	Isocitrate dehydrogenase;PREDICTED: isocitrate dehydrogenase	14	19869.04102	15108.50684	12661.37012	16546.18164	17543.3457	37795.46094	32389.67773	22787.75586	22333.26758	20989.60938	22470.84961	25183.5957	63006.1875	32918.95703	16429.76172	22787.02344	59662.62891	17538.98828	19996.38477	21176.68945	11198.55566	13613.59082	25022.24414	8615.943359	16789.18555	30371.16992	14643.12891	20159.72266	36718.65625	22166.8418	16530.82813	13645.79199	18825.26953	9659.200195	13221.28125
>KFV95405.1;>XP_009582960.1	Unknown	"Cofilin-2, partial;PREDICTED: cofilin-2"	2	4507.257813	NaN	NaN	3610.531006	652.6107788	2681.216309	613.1602173	2466.032959	3092.669922	NaN	4720.450195	3897.375488	4318.665527	3324.874756	2848.558838	2709.22876	6555.393555	3722.332275	2268.888428	2248.512695	22.27313232	2254.990967	1665.343506	NaN	1049.685303	3319.554932	3136.945313	1216.649048	2884.9729	1933.230347	6.754585743	2343.964844	2239.874512	NaN	NaN
>KFV95409.1;>XP_009571859.1;>XP_009582987.1;>XP_009586154.1	Unknown	"Myosin-3, partial;PREDICTED: LOW QUALITY PROTEIN: myosin-3-like, partial;PREDICTED: myosin-3-like, partial;PREDICTED: myosin heavy chain, skeletal muscle-like, partial"	1	NaN	NaN	NaN	NaN	NaN	2427.855469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	305.4799805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1570.393066	NaN	159.6470947	NaN	NaN	NaN	NaN	142.0150604	NaN
>KFV95422.1;>XP_009583011.1	Unknown	Pigment epithelium-derived factor;PREDICTED: pigment epithelium-derived factor	16	188356.9844	179801.7969	189780.2344	112306.7734	248813.2813	103691.4688	204151.0625	259124.2031	207169.9219	189844.7813	201618.9375	124844.3828	124672.0625	124047.6172	186718.4844	147988.8438	59793.33984	180677.5625	105947.8359	168573.1094	252101.9844	199946.3906	158939.9063	171921.0313	156188.4688	114720.7422	173687.8438	151706.625	93651.00781	143432.0781	250641.8125	213590.4844	151237	205855.3281	266420.1563
>KFV95423.1	Unknown	"Alpha-2-antiplasmin, partial"	23	123166.7891	202005.8281	183124.0156	187364.5	183854.7969	217850.6875	228719.7031	166375.6094	209898.7344	188063	209235.2813	105167.9922	193119.7813	136622.3594	199980.9531	156873.9063	185091.1719	160074.2969	133660.3594	182376.0156	196897.375	207922.75	135549.2031	223655.4375	136545.5625	216715.3281	193521.5	116223.3281	130219.5625	153537.2969	204888.7969	149403.0625	142310.375	207680.5625	210945.4844
>KFV95466.1;>XP_009583089.1	Unknown	"Peroxiredoxin-1, partial;PREDICTED: peroxiredoxin-1 isoform X2"	11	215253.7656	41830.125	14972.97754	95714.00781	45001.48047	31480.95703	55000.35938	22856.38086	28901.2207	27145.24219	30972.08008	94687.92969	44344.16406	16801.93359	25273.93945	35874.85156	78076.63281	21907.45898	27920.49219	21714.85938	121950.5703	123124.4609	50437.02344	25558.9668	58760.49219	33266.75	19295.35156	70516.47656	49765.20313	21177.99023	33948.81641	37234.99609	93947.75	16375.90234	20065.29492
>KFV95480.1;>XP_009583105.1	Unknown	"Collagen alpha-1(II) chain, partial;PREDICTED: collagen alpha-1(III) chain, partial"	2	2247.664551	955.9111938	1082.120239	2969.784424	4085.158691	2305.317627	2213.765381	1827.584351	2581.876709	2028.078003	1086.715454	2985.641113	2092.250244	1826.049072	3374.128906	883.2037964	NaN	2016.522827	2022.216187	2278.635986	1654.866821	9464.876953	2395.18042	7456.145996	2371.228271	NaN	2675.496094	3194.971436	1532.753174	2547.778564	2297.771484	2777.820068	1706.136597	3356.903076	2168.01709
>KFV95500.1;>XP_009583134.1	Unknown	"hypothetical protein N327_11430, partial;PREDICTED: prostaglandin E synthase 3"	2	31262.82227	17863.88281	6498.17627	21530.25781	27836.01563	13288.48633	16588.35156	13093.7627	7014.341797	22372.28906	16666.93164	15796.57422	22450.41406	10356.10742	12340.7959	9849.635742	16508.01563	11969.3418	8408.110352	15666.99902	20050.88867	19075.63867	11458.07715	4658.501465	10807.57324	5874.219727	7780.267578	14236.2998	12783.92773	9408.280273	11952.61719	13045.42383	16620.18945	6134.288574	9124.639648
>KFV95587.1;>XP_009583334.1	Unknown	"Peptidyl-prolyl cis-trans isomerase C, partial;PREDICTED: peptidyl-prolyl cis-trans isomerase C, partial"	2	5615.751465	2633.879639	4809.625488	2854.975586	1752.576782	6166.647949	5034.819824	6545.651855	5291.086914	4226.641602	5928.102051	1826.253906	2749.507324	2920.790283	3586.859863	3752.90625	2963.630127	4387.645996	3724.822266	5308.543457	2766.5625	5883.88623	2369.370361	3669.972412	4913.240234	4490.722168	4282.945801	4361.697266	4305.745605	3484.49292	4140.713379	5270.726563	2343.730469	3220.621582	4864.13916
>KFV95616.1;>XP_009583382.1	Unknown	"Palmitoyl-protein thioesterase 1, partial;PREDICTED: palmitoyl-protein thioesterase 1, partial"	1	1598.033936	1170.11499	1435.351563	NaN	NaN	1996.939209	1088.101807	1552.351807	673.5077515	491.678894	1046.047729	1042.447754	NaN	622.2693481	NaN	NaN	2295.66333	1008.093628	769.4696045	NaN	NaN	NaN	NaN	1417.488037	647.8405151	1567.186157	1512.31189	845.8085938	965.9369507	NaN	NaN	119.5078735	NaN	NaN	577.6606445
>KFV95652.1;>XP_009583468.1	Unknown	"Acetyl-CoA acetyltransferase, cytosolic, partial;PREDICTED: acetyl-CoA acetyltransferase, cytosolic"	1	3527.077393	2174.556641	470.5979309	5481.186523	6043.958984	7081.742188	5754.592773	6968.055176	3554.608398	6420.02002	5119.216309	4249.743652	14733.72168	6076.602051	2745.028564	5907.919922	16878.19336	2872.217041	6676.939941	5480.060059	2202.47168	NaN	5387.218262	3732.933838	4679.664551	11649.85547	4589.349121	3447.17627	8066.734375	3709.677002	4021.830811	2768.043213	4526.934082	3045.388184	1968.966309
>KFV95701.1;>XP_009583573.1	Unknown	"Macrophage migration inhibitory factor, partial;PREDICTED: macrophage migration inhibitory factor, partial"	1	21577.50977	27558.03516	13123.80859	NaN	21597.87695	20870.72852	20278.64844	24709.02734	29387.79883	27660.45703	28136.01367	16147.33398	22270.04883	18918.02344	20055.05664	17860.93164	27683.19531	18377.36133	16954.84961	16964.61523	21469.11523	25356.10352	18369.00586	21085.08203	18362.18164	22832.72656	20487.02734	19011.61523	17937.67773	17877.57813	20610.60547	20353.63477	21356.85352	20995.97266	24353.78125
>KFV95770.1;>XP_009583707.1	Unknown	"hypothetical protein N327_12157, partial;PREDICTED: proteasome subunit beta type-4, partial"	1	8035.522461	NaN	875.7481689	1165.912842	NaN	2362.749756	569.7263184	220.4238281	238.159729	NaN	1373.236084	6130.693848	1705.422729	787.039978	1097.888306	1707.634155	3070.511719	2124.511475	3399.586426	2320.05835	NaN	NaN	1027.911621	58949.97656	1230.387573	1891.362183	2708.752197	1079.839355	1692.214355	1077.004028	2.01977706	1120.394897	1097.373413	3600.962158	NaN
>KFV95781.1;>XP_009583733.1	Unknown	"Aflatoxin B1 aldehyde reductase member 2, partial;PREDICTED: aflatoxin B1 aldehyde reductase member 2-like, partial"	1	1527.363403	1864.080933	NaN	1065.619263	NaN	NaN	1161.687134	NaN	NaN	NaN	727.4938965	NaN	2469.05835	1197.25708	NaN	301.232605	1296.161499	NaN	338.0971375	353.3878174	235.008255	NaN	1325.0177	NaN	393.5140686	434.7655029	NaN	NaN	938.3297729	907.7342529	NaN	NaN	NaN	NaN	NaN
